Rating(1,9930,1.9852515223661564)
Rating(1,14442,1.9852515223661564)
Rating(1,9998,1.9852515223661564)
Rating(1,10146,1.9852515223661564)
Rating(1,10230,1.9852515223661564)
Rating(1,10234,1.9852515223661564)
Rating(1,10334,1.9852515223661564)
Rating(1,10362,1.9852515223661564)
Rating(1,10418,1.9852515223661564)
Rating(1,10486,1.9852515223661564)
Rating(1,10534,1.9852515223661564)
Rating(1,10538,1.9852515223661564)
Rating(1,10582,1.9852515223661564)
Rating(1,10714,1.9852515223661564)
Rating(1,10786,1.9852515223661564)
Rating(1,10806,1.9852515223661564)
Rating(1,10842,1.9852515223661564)
Rating(1,10850,1.9852515223661564)
Rating(1,10926,1.9852515223661564)
Rating(1,10954,1.9852515223661564)
Rating(1,10974,1.9852515223661564)
Rating(1,10986,1.9852515223661564)
Rating(1,11034,1.9852515223661564)
Rating(1,11142,1.9852515223661564)
Rating(1,11274,1.9852515223661564)
Rating(1,11338,1.9852515223661564)
Rating(1,11562,1.9852515223661564)
Rating(1,11738,1.9852515223661564)
Rating(1,11850,1.9852515223661564)
Rating(1,11858,1.9852515223661564)
Rating(1,11886,1.9852515223661564)
Rating(1,11922,1.9852515223661564)
Rating(1,11930,1.9852515223661564)
Rating(1,11954,1.9852515223661564)
Rating(1,11998,1.9852515223661564)
Rating(1,12094,1.9852515223661564)
Rating(1,12254,1.9852515223661564)
Rating(1,12302,1.9852515223661564)
Rating(1,12394,1.9852515223661564)
Rating(1,12442,1.9852515223661564)
Rating(1,12458,1.9852515223661564)
Rating(1,12514,1.9852515223661564)
Rating(1,12582,1.9852515223661564)
Rating(1,12586,1.9852515223661564)
Rating(1,12606,1.9852515223661564)
Rating(1,12618,1.9852515223661564)
Rating(1,12650,1.9852515223661564)
Rating(1,12666,1.9852515223661564)
Rating(1,12674,1.9852515223661564)
Rating(1,12718,1.9852515223661564)
Rating(1,12750,1.9852515223661564)
Rating(1,12778,1.9852515223661564)
Rating(1,12782,1.9852515223661564)
Rating(1,12866,1.9852515223661564)
Rating(1,12938,1.9852515223661564)
Rating(1,12958,1.9852515223661564)
Rating(1,12962,1.9852515223661564)
Rating(1,12978,1.9852515223661564)
Rating(1,12986,1.9852515223661564)
Rating(1,13026,1.9852515223661564)
Rating(1,13094,1.9852515223661564)
Rating(1,13118,1.9852515223661564)
Rating(1,13126,1.9852515223661564)
Rating(1,13158,1.9852515223661564)
Rating(1,13250,1.9852515223661564)
Rating(1,13258,1.9852515223661564)
Rating(1,13282,1.9852515223661564)
Rating(1,13330,1.9852515223661564)
Rating(1,13382,1.9852515223661564)
Rating(1,13462,1.9852515223661564)
Rating(1,13514,1.9852515223661564)
Rating(1,13546,1.9852515223661564)
Rating(1,13554,1.9852515223661564)
Rating(1,13578,1.9852515223661564)
Rating(1,13582,1.9852515223661564)
Rating(1,13586,1.9852515223661564)
Rating(1,13614,1.9852515223661564)
Rating(1,13622,1.9852515223661564)
Rating(1,13642,1.9852515223661564)
Rating(1,13694,1.9852515223661564)
Rating(1,13730,1.9852515223661564)
Rating(1,13734,1.9852515223661564)
Rating(1,13762,1.9852515223661564)
Rating(1,13774,1.9852515223661564)
Rating(1,13778,1.9852515223661564)
Rating(1,13850,1.9852515223661564)
Rating(1,13894,1.9852515223661564)
Rating(1,13950,1.9852515223661564)
Rating(1,13970,1.9852515223661564)
Rating(1,14002,1.9852515223661564)
Rating(1,14046,1.9852515223661564)
Rating(1,14054,1.9852515223661564)
Rating(1,14106,1.9852515223661564)
Rating(1,14150,1.9852515223661564)
Rating(1,14190,1.9852515223661564)
Rating(1,14194,1.9852515223661564)
Rating(1,14222,1.9852515223661564)
Rating(1,14334,1.9852515223661564)
Rating(1,14402,1.9852515223661564)
Rating(1,14438,1.9852515223661564)
